NMML #,FAMILY,GENUS,SPECIES,SUBSPECIES,COLLECTION DATE,COUNTRY,STATE,ISLAND GRP,LOCATION,OCEAN,SEA,OTHER,LAT,N/S,LONG,E/W,COLLECTOR 1,Other COLLECTORS,COLLECTOR #,SOURCE,DATE Cataloged,SEX,AGE,TLength Fld,TLength Lab,WEIGHT (Kg),SpecimenType,OCCUR,SpecimenCondition,SpecimenDisposition,SpecimenLocation,Availability,AdditionalDATA,DATALOC1,DATALOC2,REMARKS
NMML1188,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 434,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.   San Miguel Island, Cormorant Rock."
NMML1189,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 435,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1190,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD 436,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,Killed by Eumetopias male.
NMML1191,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 437,,9-Jun-88,M,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.   San Miguel Island, Cormorant Rock."
NMML1192,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 438,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1193,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 439,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1194,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 440,,9-Jun-88,M,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.   San Miguel Island, Cormorant Rock."
NMML1195,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 441,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.   San Miguel Island, Cormorant Rock."
NMML1196,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 442,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1197,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 443,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1198,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 444,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1199,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 445,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1200,Otariidae,Zalophus,californianus,californianus,Aug-71,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 446,,9-Jun-88,F,,,,,G,*,5,,Museum,,n,,,"Killed by Eumetopias male.  San Miguel Island, Cormorant Rock."
NMML1201,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 000,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1202,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 001,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1203,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 605,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1204,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 606,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1205,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 609,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1206,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 610,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1207,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 611,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1208,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1209,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 614,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1210,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 615,,10-Jun-88,M,,,,,K,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1211,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 617,,10-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1212,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 618,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1213,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 620,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1214,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 628,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1215,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Islands,North Pacific,,,,,,,"DeLong, R.L.",,RLD 631,,10-Jun-88,M,,,,,K,2,5,,Museum,,n,,,
NMML1216,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 632,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1217,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 633,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1218,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 635,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1219,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 636,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1220,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 637,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1221,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD 638,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1222,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 639,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1223,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 640,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1224,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 641,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1225,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 642,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Spit Rock."
NMML1226,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 643,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Cormorant Rock."
NMML1227,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD 60?,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1228,Otariidae,Zalophus,californianus,californianus,Jun-73,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,RLD 073,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1229,Otariidae,Zalophus,californianus,californianus,Jun-73,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD 002,,10-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1230,Otariidae,Zalophus,californianus,californianus,29-Nov-82,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Gearin, P.J.",,,,10-Jun-88,G,,,,,G,2,5,,Museum,,n,,,
NMML1231,Otariidae,Zalophus,californianus,californianus,30-Aug-75,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-1,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,
NMML1232,Otariidae,Zalophus,californianus,californianus,30-Aug-75,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-2,,13-Jun-88,M,,,,,K,2,5,,Museum,,n,,,
NMML1233,Otariidae,Zalophus,californianus,californianus,30-Aug-75,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-3,,13-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, West Cove."
NMML1234,Otariidae,Zalophus,californianus,californianus,31-Aug-75,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-4,,13-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Bath Beach."
NMML1235,Otariidae,Zalophus,californianus,californianus,31-Aug-75,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-5,,13-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1236,Otariidae,Zalophus,californianus,californianus,2-Sep-75,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,BA 75-6,,13-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Tylers Bight."
NMML1237,Otariidae,Zalophus,californianus,californianus,8-Sep-76,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, Tylers Bight."
NMML1238,Otariidae,Zalophus,californianus,californianus,10-Sep-76,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, Bath Beach"
NMML1239,Otariidae,Zalophus,californianus,californianus,10-Sep-76,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, Simonton."
NMML1240,Otariidae,Zalophus,californianus,californianus,11-Sep-76,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, West Cove."
NMML1241,Otariidae,Zalophus,californianus,californianus,12-Sep-76,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, Adams Cove."
NMML1242,Otariidae,Zalophus,californianus,californianus,22-Nov-76,USA,California,,,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,
NMML1243,Otariidae,Zalophus,californianus,californianus,22-Nov-76,USA,California,,,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,
NMML1244,Otariidae,Zalophus,californianus,californianus,1976,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,M,,,,,G,4,5,,Museum,,n,,,"San Miguel Island, Pt. Bennet."
NMML1245,Otariidae,Zalophus,californianus,californianus,Sep-76,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Antonelis, G.A.",,,,13-Jun-88,F,,,,,,4,5,,Museum,,n,,,"San Miguel Island, West Cove."
NMML1246,Otariidae,Zalophus,californianus,californianus,1-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, West Cove."
NMML1247,Otariidae,Zalophus,californianus,californianus,1-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, West Cove."
NMML1248,Otariidae,Zalophus,californianus,californianus,9-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,(228.6)*,,,G,2,5,,Museum,,n,,,TL converted from 7 ft. 6 inches. Bath Beach
NMML1249,Otariidae,Zalophus,californianus,californianus,8-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Sign Beach."
NMML1250,Otariidae,Zalophus,californianus,californianus,8-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,(167.6)*,,,G,2,5,,Museum,,n,,,"TL converted from estimate of approx. 5 ft. 6 inches.  San Miguel Island, Sign Beach."
NMML1251,Otariidae,Zalophus,californianus,californianus,8-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,(167.6)*,,,G,2,5,,Museum,,n,,,TL converted from estimate of approx. 5 ft. 6 inches. Sign Beach
NMML1252,Otariidae,Zalophus,californianus,californianus,8-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Bath Beach."
NMML1253,Otariidae,Zalophus,californianus,californianus,8-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,(182.9)*,,,G,2,5,,Museum,,n,,,"San Miguel Island, Sign Beach.  TL converted from estimate of approx. 6 ft."
NMML1254,Otariidae,Zalophus,californianus,californianus,16-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,y,Fiscus field notes,1976,"San Miguel Island, Adams Cove."
NMML1255,Otariidae,Zalophus,californianus,californianus,16-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove"
NMML1256,Otariidae,Zalophus,californianus,californianus,16-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,(231.2)*,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove.  TL converted from estimate of approx. 7 ft. 7 inches."
NMML1257,Otariidae,Zalophus,californianus,californianus,17-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,(228.6)*,,,G,2,5,,Museum,,n,,,"San Miguel Island, Sign Beach.  TL converted from estimate of 7 ft. 6 inches."
NMML1258,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 051,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1259,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 054,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1260,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 056,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1261,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 057,,14-Jun-88,M,pup,,,,G,2,5,,Museum,,n,,,
NMML1262,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 053,,14-Jun-88,U,,,,,G,2,5,,Museum,,n,,,
NMML1263,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 062,,14-Jun-88,M,Pup,,,,G,2,5,,Museum,,n,,,
NMML1264,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 063,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1265,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 064,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1266,Otariidae,Zalophus,californianus,californianus,WINTER 1978,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Jameson, E.C.",,ECJ 066,,14-Jun-88,M,,,,,G,2,5,,Museum,,n,,,
NMML1267,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1268,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1269,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1270,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1271,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1272,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1273,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1274,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,M,,,,,G,2,5,,Museum,,n,,,"Skull does not look like normal Z.c. male, no sagital crest but is older (>8 yrs) male.   San Miguel Island, Castle Rock."
NMML1275,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1276,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1277,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1278,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1279,Otariidae,Zalophus,californianus,californianus,7-Sep-79,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,14-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Castle Rock."
NMML1280,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD,,15-Jun-88,M,,,,,G,2,5,,Museum,,n,,,
NMML1281,Otariidae,Zalophus,californianus,californianus,1973,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,RLD,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1282,Otariidae,Zalophus,californianus,californianus,Jul-86,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Gearin, P.J.",,PJG-1-86,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove"
NMML1283,Otariidae,Callorhinus,ursinus,,10-Jul-73,USA,California,Channel Islands,San Miguel Island,North Pacific,,,,,,,"DeLong, R.L.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,
NMML1284,Otariidae,Callorhinus,ursinus,,10-Aug-73,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"DeLong, R.L.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, North Beach."
NMML1285,Otariidae,Callorhinus,ursinus,,28-May-75,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,15-Jun-88,M,,,,,K,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove"
NMML1286,Otariidae,Callorhinus,ursinus,,30-May-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,15-Jun-88,M,3+ month,,,,G,2,5,,Museum,,n,,,"Found above Adam's Cove, at least 3 months old."
NMML1287,Otariidae,Callorhinus,ursinus,,16-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove."
NMML1288,Otariidae,Callorhinus,ursinus,,16-Sep-77,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove."
NMML1289,Otariidae,Callorhinus,ursinus,,30-Jul-83,USA,California,Channel Islands,San Miguel Island*,North Pacific,,,,,,,"Antonelis, G.A.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"No lower jaws.  San Miguel Island, Adams Cove."
NMML1290,Otariidae,Callorhinus,ursinus,,Jun-86,USA,California,Channel Islands,San Miguel Island *,North Pacific,,,,,,,"Gearin, P.J.",,,,15-Jun-88,F,,,,,G,2,5,,Museum,,n,,,"San Miguel Island, Adams Cove."
